1	5671772
2	2903882
3	1755904
4	946271
5	475293
6	264123
7	344442
8	98088
9	69886
10	71839
11	34731
12	24818
289	1
13	23237
14	49956
15	15331
16	7809
17	5115
18	4034
19	3817
20	5134
21	6521
22	1949
23	1539
24	1360
25	1359
26	1226
27	1481
28	2856
29	3561
30	6867
31	21
32	14
33	6
34	6
35	8
36	8
37	4
38	6
39	3
40	2
41	3
42	5
43	5
44	4
46	1
48	2
49	1
50	1
51	1
52	4
53	1
54	2
55	1
56	2
57	2
58	2
59	1
60	1
62	3
63	3
64	2
65	2
66	2
67	2
71	1
72	2
74	1
77	2
79	2
80	1
82	1
84	1
86	1
363	1
87	2
89	1
92	2
93	1
96	1
97	2
99	1
100	3
101	1
103	1
104	1
106	1
109	1
111	1
112	1
118	1
120	2
124	2
125	2
130	1
138	1
145	1
152	2
154	1
163	1
169	1
170	1
186	1
190	2
206	1
217	1
220	1
227	1
238	1
239	1
240	2
260	1
